produto,eixo,orçamentário,ação,objetivo,prefeitura bairro,unidade,meta física,programa,extra
Projeto Elaborado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Elaboração de Projetos Especiais,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Inter-Regionais,Unidade,4,Espaço Urbano Estruturado e Sustentável,0
Projeto Elaborado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Elaboração de Projetos Especiais,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Centro/Brotas,Unidade,2,Espaço Urbano Estruturado e Sustentável,0
Projeto Elaborado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Elaboração de Projetos Especiais,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Cajazeiras,Unidade,1,Espaço Urbano Estruturado e Sustentável,0
Projeto Elaborado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Elaboração de Projetos Especiais,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Itapuã/Ipitanga,Unidade,1,Espaço Urbano Estruturado e Sustentável,0
Projeto Elaborado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Elaboração de Projetos Especiais,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Barra/Pituba,Unidade,1,Espaço Urbano Estruturado e Sustentável,0
Projeto Elaborado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Elaboração de Projetos Especiais,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Cabula/Tancredo Neves,Unidade,1,Espaço Urbano Estruturado e Sustentável,0
Projeto Elaborado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Elaboração de Projetos Especiais,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Pau da Lima,Unidade,1,Espaço Urbano Estruturado e Sustentável,0
Projeto Elaborado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Projeto Novo Mané Dendê,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Inter-Regionais,Unidade,4,Espaço Urbano Estruturado e Sustentável,0
Projeto Elaborado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Projeto Novo Mané Dendê,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Subúrbio/Ilhas,Unidade,2,Espaço Urbano Estruturado e Sustentável,0
Espaço Requalificado,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Requalificação de Espaços Públicos,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Centro/Brotas,Unidade,8,Espaço Urbano Estruturado e Sustentável,0
Área Requalificada,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Obras de Requalificação de Áreas Urbanas Estratégicas,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Centro/Brotas,Unidade,4,Espaço Urbano Estruturado e Sustentável,0
Equipamentos Públicos Construidos e Reformados,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Construção e Reforma de Equipamentos Públicos Municipais,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Centro/Brotas,Unidade,2,Espaço Urbano Estruturado e Sustentável,0
Equipamentos Públicos Construidos e Reformados,DESENVOLVIMENTO URBANO E ECONÔMICO,1366022000,Construção e Reforma de Equipamentos Públicos Municipais,"Valorizar o espaço urbano, revitalizando os espaços públicos e estimulando o seu uso pela população, empregando o planejamento como instrumento de desenvolvimento urbano e elaborando diretrizes que permitam o crescimento harmonioso da capital. Alcançar esse objetivo vai envolver, dentre outras intervenções, a requalificação da orla costeira e a recuperação dos seus equipamentos na orla atlântica, na Baía de Todos os Santos e nas ilhas de Salvador, a ampliação e requalificação de espaços públicos, vias e monumentos do Centro Histórico, a regulamentação da área de proteção cultural e paisagística do Centro Antigo, a infraestrutura urbana, o saneamento básico e a requalificação de áreas urbanas.",Cajazeiras,Unidade,1,Espaço Urbano Estruturado e Sustentável,0
